start_date,chlor_a
12/01/2020,0.37822126
01/01/2021,0.37558978499999995
02/01/2021,0.38509650500000003
03/01/2021,0.48178437500000004
04/01/2021,0.48039485
05/01/2021,0.36080891
06/01/2021,0.357908785
07/01/2021,0.3319951
08/01/2021,0.36394970000000004
09/01/2021,0.63712172
10/01/2021,0.8982296000000001
11/01/2021,0.617409425
12/01/2021,0.33044929999999995
01/01/2022,0.329868675
02/01/2022,0.383337125
03/01/2022,0.45113453000000003
04/01/2022,0.505401565
05/01/2022,0.468903635
06/01/2022,0.4936857
07/01/2022,0.491029975
08/01/2022,0.40450796499999997
09/01/2022,0.433266775
10/01/2022,0.70830455
11/01/2022,0.76928805
12/01/2022,0.4710473
01/01/2023,0.34955286500000005
02/01/2023,0.44320501
03/01/2023,0.45612244
04/01/2023,0.38411101000000003
05/01/2023,0.35186621
06/01/2023,0.372628645
07/01/2023,0.39131581000000004
08/01/2023,0.36951718
09/01/2023,0.52029147
10/01/2023,0.6569349250000001
11/01/2023,0.8022646
12/01/2023,0.38128234
01/01/2024,0.073101744
02/01/2024,0.3360911
03/01/2024,0.44228079499999995
04/01/2024,0.372169315
05/01/2024,0.47236611
06/01/2024,0.38732522999999996
07/01/2024,0.31424023
08/01/2024,0.40629685
